,name,year,selling_price,km_driven,fuel,transmission,owner
2294,Hyundai Verna 1.6 VTVT,2010,190000,38000,Petrol,Manual,LabelEncoder()
2295,Audi Q5 3.0 TDI Quattro Technology,2018,3899000,22000,Diesel,Automatic,LabelEncoder()
2296,Hyundai i10 Sportz 1.2,2011,235000,43100,Petrol,Manual,LabelEncoder()
2297,Datsun GO Plus T,2017,350000,10171,Petrol,Manual,LabelEncoder()
2298,Renault Duster 110PS Diesel RxL,2015,465000,41123,Diesel,Manual,LabelEncoder()
2299,Toyota Camry Hybrid 2.5,2017,1900000,20118,Petrol,Automatic,LabelEncoder()
2300,Honda City i DTec SV,2014,450000,40000,Diesel,Manual,LabelEncoder()
2301,Volkswagen Jetta 2.0L TDI Highline,2015,790000,52517,Diesel,Manual,LabelEncoder()
2302,Mahindra Marazzo M2 8Str,2019,900000,20000,Diesel,Manual,LabelEncoder()
2303,Ford Ecosport 1.5 DV5 MT Titanium Optional,2014,450000,99117,Diesel,Manual,LabelEncoder()
2304,Chevrolet Spark 1.0 LS,2009,135000,90000,Petrol,Manual,LabelEncoder()
2305,Maruti Celerio ZXI MT BSIV,2019,425000,3700,Petrol,Manual,LabelEncoder()
2306,Tata Indica Vista Terra 1.4 TDI,2010,100000,80000,Diesel,Manual,LabelEncoder()
2307,Ford EcoSport 1.5 TDCi Titanium BSIV,2015,650000,100000,Diesel,Manual,LabelEncoder()
2308,Tata Indica Vista Aqua 1.4 TDI,2011,90000,54000,Diesel,Manual,LabelEncoder()
2309,Hyundai EON Era Plus,2017,250000,19000,Petrol,Manual,LabelEncoder()
2310,Maruti Swift Dzire VDI,2014,300000,120000,Diesel,Manual,LabelEncoder()
2311,Maruti Wagon R VXI BS IV,2014,275000,30000,Petrol,Manual,LabelEncoder()
2312,Honda BRV i-VTEC V MT,2017,600000,43500,Petrol,Manual,LabelEncoder()
2313,Renault KWID RXT,2016,270000,60000,Petrol,Manual,LabelEncoder()
2314,Renault KWID RXT Optional,2016,240000,70000,Petrol,Manual,LabelEncoder()
2341,Renault KWID 1.0 RXT Optional,2016,350000,20000,Petrol,Manual,LabelEncoder()
2342,Maruti Omni 5 Str STD,1998,65000,60000,Petrol,Manual,LabelEncoder()
2343,Maruti Swift Dzire VDI,2015,650000,58000,Diesel,Manual,LabelEncoder()
2344,Maruti Wagon R LX BS IV,2014,350000,40000,Petrol,Manual,LabelEncoder()
2345,Maruti Wagon R LXI,2005,75000,70000,Petrol,Manual,LabelEncoder()
2346,Hyundai i20 Asta (o) 1.4 CRDi (Diesel),2012,440000,70000,Diesel,Manual,LabelEncoder()
2347,Hyundai Santro Xing GLS,2013,270000,60000,Petrol,Manual,LabelEncoder()
2348,Toyota Innova 2.5 V Diesel 7-seater,2014,1150000,135000,Diesel,Manual,LabelEncoder()
2349,Maruti Omni 8 Seater BSII,2015,238000,70000,Petrol,Manual,LabelEncoder()
2350,Mercedes-Benz B Class B180 Sports,2013,1100000,40000,Petrol,Automatic,LabelEncoder()
2351,Mahindra XUV500 W10 2WD,2015,1200000,75000,Diesel,Manual,LabelEncoder()
2352,Skoda Fabia 1.2L Diesel Ambiente,2010,260000,150000,Diesel,Manual,LabelEncoder()
2353,Toyota Etios VD,2012,350000,140000,Diesel,Manual,LabelEncoder()
2354,Toyota Etios Liva VD,2015,480000,70000,Diesel,Manual,LabelEncoder()
2355,Toyota Etios Liva GD,2012,345000,137250,Diesel,Manual,LabelEncoder()
2356,Mahindra Scorpio M2DI,2013,500000,110000,Diesel,Manual,LabelEncoder()
2357,Hyundai Grand i10 Asta Option,2017,595000,27000,Petrol,Manual,LabelEncoder()
2358,Hyundai Verna CRDi 1.6 SX Option,2019,1295000,9000,Diesel,Manual,LabelEncoder()
2359,Volkswagen Vento 1.5 TDI Highline BSIV,2019,1350000,5400,Diesel,Manual,LabelEncoder()
2360,Renault KWID Climber 1.0 MT Opt BSIV,2020,541000,1000,Petrol,Manual,LabelEncoder()
2361,Hyundai Santro Asta,2018,515000,16000,Petrol,Manual,LabelEncoder()
2362,Ford Figo Aspire Titanium Plus Diesel,2019,894999,13000,Diesel,Manual,LabelEncoder()
2363,Renault Pulse RxZ Optional,2012,325000,47000,Diesel,Manual,LabelEncoder()
2364,Maruti Ciaz 1.4 Alpha,2018,925000,22000,Petrol,Manual,LabelEncoder()
2365,Nissan Terrano XL P,2017,844999,30000,Petrol,Manual,LabelEncoder()
2366,Maruti Ciaz 1.4 Alpha,2018,925000,20000,Petrol,Manual,LabelEncoder()
2367,Tata Manza Club Class Quadrajet90 LX,2013,300000,60000,Diesel,Manual,LabelEncoder()
2368,Toyota Camry M/t,2008,650000,75000,Petrol,Manual,LabelEncoder()
2369,Maruti Alto K10 LXI,2010,175000,64000,Petrol,Manual,LabelEncoder()
2370,Maruti SX4 S Cross DDiS 320 Delta,2015,325000,80000,Diesel,Manual,LabelEncoder()
2371,Renault Duster 85PS Diesel RxZ,2017,600000,90000,Diesel,Manual,LabelEncoder()
2372,Maruti Swift ZXI Plus,2018,700000,30000,Petrol,Manual,LabelEncoder()
2373,Toyota Corolla H3,2003,95000,120000,Petrol,Automatic,LabelEncoder()
2374,Maruti Celerio ZXI,2019,490000,20000,Petrol,Manual,LabelEncoder()
2375,Tata Safari DICOR 2.2 EX 4x2,2013,380000,100000,Diesel,Manual,LabelEncoder()
2376,Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,2018,550000,31000,Petrol,Manual,LabelEncoder()
2377,Maruti Alto 800 LXI,2013,225000,47000,Petrol,Manual,LabelEncoder()
2378,Tata Nexon 1.2 Revotron XM,2018,570000,11200,Petrol,Manual,LabelEncoder()
2379,Maruti Alto 800 LXI,2018,305000,35000,Petrol,Manual,LabelEncoder()
2380,Maruti Wagon R Duo Lxi,2010,240000,50000,LPG,Manual,LabelEncoder()
2381,Maruti Ertiga SHVS VDI,2015,700000,55000,Diesel,Manual,LabelEncoder()
2382,Maruti Omni E MPI STD BS IV,2018,288000,20000,Petrol,Manual,LabelEncoder()
2383,Mahindra Bolero B4,2017,800000,75000,Diesel,Manual,LabelEncoder()
2384,Maruti Celerio VXI,2017,430000,93000,Petrol,Manual,LabelEncoder()
2385,Chevrolet Beat Diesel LT Option,2009,195000,57000,Diesel,Manual,LabelEncoder()
2386,Maruti Eeco Smiles 5 Seater AC,2014,325000,30000,Petrol,Manual,LabelEncoder()
2387,Renault Duster 85PS Diesel RxE,2013,450000,73000,Diesel,Manual,LabelEncoder()
2388,Maruti Swift Dzire VDI,2016,630000,65000,Diesel,Manual,LabelEncoder()
2389,Maruti Swift 1.3 VXi,2009,250000,62000,Petrol,Manual,LabelEncoder()
2390,Hyundai Santro GLS I - Euro II,2007,135000,85000,Petrol,Manual,LabelEncoder()
2391,Chevrolet Spark 1.0 PS,2010,110000,73000,Petrol,Manual,LabelEncoder()
2392,Maruti Swift ZDi,2012,350000,55000,Diesel,Manual,LabelEncoder()
2393,Maruti Omni E MPI STD BS IV,2016,240000,5800,Petrol,Manual,LabelEncoder()
2394,Toyota Innova 2.5 V Diesel 8-seater,2009,350000,350000,Diesel,Manual,LabelEncoder()
2395,Maruti Swift ZXI Plus,2018,600000,30000,Petrol,Manual,LabelEncoder()
2396,Maruti Swift Dzire VDI,2018,750000,20000,Diesel,Manual,LabelEncoder()
2397,Hyundai EON Era Plus,2018,270000,20000,Petrol,Manual,LabelEncoder()
2398,Maruti Alto LXi,2007,90000,100000,Petrol,Manual,LabelEncoder()
2399,Maruti Wagon R Stingray VXI,2013,350000,65000,Petrol,Manual,LabelEncoder()
2400,Ford Figo Diesel Celebration Edition,2013,285000,90000,Diesel,Manual,LabelEncoder()
2401,Toyota Innova 2.5 E Diesel MS 7-seater,2011,665000,267000,Diesel,Manual,LabelEncoder()
2402,Mahindra Scorpio 2.6 CRDe,2005,175000,250000,Diesel,Manual,LabelEncoder()
2403,Mahindra Xylo D2,2011,350000,140000,Diesel,Manual,LabelEncoder()
2404,Honda City i-VTEC CVT ZX,2018,1225000,22000,Petrol,Automatic,LabelEncoder()
2405,Honda Jazz Select Edition Active,2010,285000,60000,Petrol,Manual,LabelEncoder()
2406,Honda City i-VTEC VX,2018,1000000,28635,Petrol,Manual,LabelEncoder()
2407,Honda Amaze VX Diesel BSIV,2018,780000,32114,Diesel,Manual,LabelEncoder()
2408,Maruti Celerio VXI,2014,300000,82000,Petrol,Manual,LabelEncoder()
2409,Maruti Swift VXI BSIII,2006,160000,95149,Petrol,Manual,LabelEncoder()
2410,Honda Amaze VX i-VTEC,2018,625000,68458,Petrol,Manual,LabelEncoder()
2411,Maruti Ritz VXi,2010,265000,42000,Petrol,Manual,LabelEncoder()
2412,Honda City i DTEC V,2014,515000,90000,Diesel,Manual,LabelEncoder()
2421,Hyundai i20 Active 1.4 SX,2016,650000,100000,Diesel,Manual,LabelEncoder()
2422,Mahindra TUV 300 T8,2017,650000,80000,Diesel,Manual,LabelEncoder()
2423,Hyundai Getz 1.3 GLS,2010,150000,105546,Petrol,Manual,LabelEncoder()
2424,Toyota Etios Liva 1.2 V,2018,500000,10000,Petrol,Manual,LabelEncoder()
2425,Toyota Innova 2.5 GX 7 STR BSIV,2012,1000000,80000,Diesel,Manual,LabelEncoder()
2426,Hyundai i20 Magna Optional 1.2,2013,340000,35000,Petrol,Manual,LabelEncoder()
2428,Toyota Innova 2.5 G (Diesel) 8 Seater,2013,1010000,120000,Diesel,Manual,LabelEncoder()
2429,Toyota Etios GD,2011,350000,120000,Diesel,Manual,LabelEncoder()
2430,Maruti Swift VDI BSIV,2016,595000,70000,Diesel,Manual,LabelEncoder()
2431,Mahindra Scorpio VLX 2WD BSIV,2014,700000,130000,Diesel,Manual,LabelEncoder()
2432,Renault KWID RXL,2019,265000,40000,Petrol,Manual,LabelEncoder()
2433,Maruti Alto K10 VXI,2015,320000,60000,Petrol,Manual,LabelEncoder()
2434,Honda City 1.5 S MT,2011,310000,110000,Petrol,Manual,LabelEncoder()
2435,Honda City i DTEC VX,2014,700000,130000,Diesel,Manual,LabelEncoder()
2436,Maruti Alto LXi BSIII,2009,130000,80000,Petrol,Manual,LabelEncoder()
2437,Maruti Swift Dzire VDi,2009,150000,120000,Diesel,Manual,LabelEncoder()
2438,Honda Amaze E i-Dtech,2015,300000,104000,Diesel,Manual,LabelEncoder()
2439,Maruti Swift Dzire LXi,2011,150000,100000,Petrol,Manual,LabelEncoder()
2440,Honda City 1.3 EXI,2003,120000,132343,Petrol,Manual,LabelEncoder()
2441,Hyundai Creta 1.4 CRDi S Plus,2016,950000,90000,Diesel,Manual,LabelEncoder()
2442,Maruti Wagon R VXI BS IV,2007,100000,60000,Petrol,Manual,LabelEncoder()
2443,Honda Jazz 1.5 SV i DTEC,2015,450000,76000,Diesel,Manual,LabelEncoder()
2444,Maruti 800 EX,2004,30000,60000,Petrol,Manual,LabelEncoder()
2445,Mahindra Renault Logan 1.6 Petrol GLSX,2009,200000,30000,Petrol,Manual,LabelEncoder()
2446,Tata Indigo LS,2010,250000,96000,Diesel,Manual,LabelEncoder()
2460,Maruti Alto VXi,2015,280000,26134,Petrol,Manual,LabelEncoder()
2464,Maruti Ritz VDi,2011,260000,52895,Diesel,Manual,LabelEncoder()
2465,Hyundai Verna SX Diesel,2013,550000,42324,Diesel,Manual,LabelEncoder()
2466,Mahindra XUV500 W10 1.99 mHawk,2016,1044999,65000,Diesel,Manual,LabelEncoder()
2467,Mahindra Scorpio EX,2012,550000,60236,Diesel,Manual,LabelEncoder()
2468,Maruti Wagon R VXI BS IV,2014,210000,70000,Petrol,Manual,LabelEncoder()
2470,Mahindra Xylo E8,2009,290000,100000,Diesel,Manual,LabelEncoder()
2471,Fiat 500 Lounge,2008,250999,110000,Diesel,Manual,LabelEncoder()
2472,Renault Triber RXT BSIV,2019,600000,10300,Petrol,Manual,LabelEncoder()
2473,Fiat Grande Punto EVO 1.3 Active,2014,270000,120000,Diesel,Manual,LabelEncoder()
2474,Tata New Safari 4X4 EX,2012,550000,142000,Diesel,Manual,LabelEncoder()
2475,Mahindra TUV 300 mHAWK100 T8,2017,800000,25000,Diesel,Manual,LabelEncoder()
2476,Tata Altroz XE,2020,500000,5000,Petrol,Manual,LabelEncoder()
2478,Hyundai Grand i10 1.2 Kappa Sportz BSIV,2016,396000,28643,Petrol,Manual,LabelEncoder()
2479,Honda City i DTEC VX,2014,600000,50000,Diesel,Manual,LabelEncoder()
2480,Maruti Wagon R ZXI 1.2,2019,575000,30000,Petrol,Manual,LabelEncoder()
2481,Hyundai Santro Sportz BSIV,2020,520000,5000,Petrol,Manual,LabelEncoder()
2482,Mahindra XUV500 AT W10 FWD,2018,1400000,30000,Diesel,Automatic,LabelEncoder()
2483,Maruti Baleno Delta Automatic,2018,600000,7600,Petrol,Automatic,LabelEncoder()
2484,Chevrolet Beat Diesel LS,2013,195000,47253,Diesel,Manual,LabelEncoder()
2485,Maruti Alto K10 VXI AGS,2015,281000,4432,Petrol,Automatic,LabelEncoder()
2486,Tata Indica GLS BS IV,2010,75000,110000,Petrol,Manual,LabelEncoder()
2487,Hyundai Grand i10 Sportz,2014,400000,25000,Petrol,Manual,LabelEncoder()
2488,Tata Indica Vista Terra 1.4 TDI,2009,93000,70000,Diesel,Manual,LabelEncoder()
2489,Hyundai i20 Active S Petrol,2016,560000,68523,Petrol,Manual,LabelEncoder()
2490,Hyundai EON 1.0 Era Plus,2019,400000,5000,Petrol,Manual,LabelEncoder()
2491,Tata Tigor 1.2 Revotron XT,2018,459999,40000,Petrol,Manual,LabelEncoder()
2492,Hyundai Xcent 1.2 CRDi E,2017,450000,43000,Diesel,Manual,LabelEncoder()
2493,Maruti Alto Green LXi (CNG),2010,88000,80251,CNG,Manual,LabelEncoder()
2494,Hyundai i20 1.2 Era,2010,250000,34500,Petrol,Manual,LabelEncoder()
2495,Ford Ikon 1.4 ZXi,2000,22000,42743,Petrol,Manual,LabelEncoder()
2496,Chevrolet Beat Diesel LS,2013,130000,93900,Diesel,Manual,LabelEncoder()
2497,Maruti Zen VXi - BS III,2004,79000,80000,Petrol,Manual,LabelEncoder()
2498,Chevrolet Beat Diesel LS,2012,120000,110000,Diesel,Manual,LabelEncoder()
2499,BMW 7 Series 730Ld,2011,1700000,100000,Diesel,Automatic,LabelEncoder()
2500,Chevrolet Optra Magnum 2.0 LT,2012,300000,25000,Diesel,Manual,LabelEncoder()
2502,Maruti A-Star Lxi,2009,145000,25000,Petrol,Manual,LabelEncoder()
2503,Ford Endeavour 3.2 Titanium AT 4X4,2019,3200000,20000,Diesel,Automatic,LabelEncoder()
2504,Chevrolet Spark 1.0 LT,2013,240000,10000,Petrol,Manual,LabelEncoder()
2505,Honda WR-V i-DTEC VX,2018,700000,30000,Diesel,Manual,LabelEncoder()
2506,Hyundai Accent GLX,2010,145000,110000,Petrol,Manual,LabelEncoder()
2507,Maruti Ertiga VDI Limited Edition,2014,535000,80000,Diesel,Manual,LabelEncoder()
2508,Mahindra KUV 100 mFALCON G80 K2 Plus,2016,420000,21000,Petrol,Manual,LabelEncoder()
2509,Maruti Alto K10 VXI,2016,350000,20000,Petrol,Manual,LabelEncoder()
2510,Maruti Swift VDI BSIV,2015,550000,32000,Diesel,Manual,LabelEncoder()
2511,Mitsubishi Montero 3.2 MT,2007,750000,180000,Diesel,Manual,LabelEncoder()
2512,Tata Indica Vista Aqua 1.3 Quadrajet ABS BSIV,2012,198000,70000,Diesel,Manual,LabelEncoder()
2513,Hyundai i20 Magna Optional 1.4 CRDi,2013,420000,50000,Diesel,Manual,LabelEncoder()
2515,Ford Endeavour 4x2 XLT,2004,195000,120000,Diesel,Manual,LabelEncoder()
2516,Hyundai EON Sportz,2012,150000,55766,Petrol,Manual,LabelEncoder()
2517,Nissan Micra XL,2011,275000,40000,Petrol,Manual,LabelEncoder()
2518,Maruti 800 Std,2001,65000,60000,Petrol,Manual,LabelEncoder()
2519,Maruti Swift LXi BSIV,2008,200000,50000,Petrol,Manual,LabelEncoder()
2520,Maruti Swift Dzire VDi,2010,250000,110000,Diesel,Manual,LabelEncoder()
2528,Tata Indigo TDI,2013,182000,100000,Diesel,Manual,LabelEncoder()
2541,Maruti Zen VX,2001,85000,86000,Petrol,Manual,LabelEncoder()
2542,Maruti Swift VDI,2013,400000,50000,Diesel,Manual,LabelEncoder()
2543,Maruti Baleno Delta 1.3,2017,650000,20000,Diesel,Manual,LabelEncoder()
2544,Hyundai i10 Magna 1.2,2010,400000,50000,Petrol,Manual,LabelEncoder()
2545,Tata Manza Aura (ABS) Quadrajet BS IV,2012,295000,80000,Diesel,Manual,LabelEncoder()
2546,Maruti Omni LPG STD BSIV,2006,60000,135000,LPG,Manual,LabelEncoder()
2547,Maruti Zen D PS,2003,110000,120000,Diesel,Manual,LabelEncoder()
2548,Fiat Linea 1.3 Multijet Emotion,2015,550000,113600,Diesel,Manual,LabelEncoder()
2549,Hyundai Santro Xing GLS,2008,190000,70000,Petrol,Manual,LabelEncoder()
2550,Ford Aspire Titanium Plus Diesel BSIV,2018,861999,20000,Diesel,Manual,LabelEncoder()
2551,Ford Aspire Titanium Plus BSIV,2018,782000,14000,Petrol,Manual,LabelEncoder()
2552,Ford Freestyle Titanium Plus Diesel BSIV,2018,836000,26000,Diesel,Manual,LabelEncoder()
2553,Honda City i VTEC V,2016,696000,138925,Petrol,Manual,LabelEncoder()
2554,Honda Jazz 1.5 VX i DTEC,2016,596000,121764,Diesel,Manual,LabelEncoder()
2555,Honda Jazz 1.2 VX i VTEC,2016,612000,105429,Petrol,Manual,LabelEncoder()
2556,Maruti Alto 800 LXI,2015,114999,35000,Petrol,Manual,LabelEncoder()
2557,Tata Bolt Quadrajet XE,2017,340000,60000,Diesel,Manual,LabelEncoder()
2558,Maruti Swift ZXI Plus,2020,550000,5000,Petrol,Manual,LabelEncoder()
2559,Chevrolet Aveo U-VA 1.2 LT,2008,114999,70000,Petrol,Manual,LabelEncoder()
2560,Maruti Wagon R VXI,2000,105000,80000,Petrol,Manual,LabelEncoder()
2561,Maruti Vitara Brezza ZDi,2019,890000,20000,Diesel,Manual,LabelEncoder()
2562,Tata Nexon 1.2 Revotron XZ Plus,2019,715000,8000,Petrol,Manual,LabelEncoder()
2563,Hyundai i20 Asta (o),2014,525000,54000,Petrol,Manual,LabelEncoder()
2569,Hyundai i20 Asta 1.2,2014,475000,23122,Petrol,Manual,LabelEncoder()
2576,Chevrolet Cruze LT,2012,349000,44500,Diesel,Manual,LabelEncoder()
2581,Volkswagen Polo GTI,2017,825000,13599,Petrol,Automatic,LabelEncoder()
2584,Mahindra Scorpio SLE BSIV,2014,550000,100000,Diesel,Manual,LabelEncoder()
2585,Maruti Swift 1.3 VXI ABS,2006,95000,110000,Petrol,Manual,LabelEncoder()
2586,Toyota Innova 2.5 G (Diesel) 7 Seater,2014,725000,90000,Diesel,Manual,LabelEncoder()
2587,Tata Tigor 1.2 Revotron XZ Option,2019,670000,17000,Petrol,Manual,LabelEncoder()
2588,Maruti Alto LX,2008,65000,140000,Petrol,Manual,LabelEncoder()
2589,Mahindra Xylo D4,2015,500000,50000,Diesel,Manual,LabelEncoder()
2590,Mahindra KUV 100 mFALCON G80 K8 5str,2017,600000,53000,Petrol,Manual,LabelEncoder()
2591,Maruti Wagon R VXI Optional,2017,350000,70000,Petrol,Manual,LabelEncoder()
2592,Chevrolet Beat Diesel LT,2012,200000,70000,Diesel,Manual,LabelEncoder()
2594,Hyundai EON Sportz,2012,150000,80000,Petrol,Manual,LabelEncoder()
2595,Maruti Zen D PS,2003,75000,110000,Diesel,Manual,LabelEncoder()
2596,Honda Amaze EX i-Dtech,2013,350000,90000,Diesel,Manual,LabelEncoder()
2597,Toyota Innova Crysta 2.4 VX MT 8S BSIV,2018,1700000,15000,Diesel,Manual,LabelEncoder()
2598,BMW X1 sDrive20d,2011,890000,86000,Diesel,Automatic,LabelEncoder()
2599,Mahindra Scorpio M2DI,2014,500000,120000,Diesel,Manual,LabelEncoder()
2600,Hyundai Elite i20 Sportz Plus Dual Tone BSIV,2019,600000,5200,Petrol,Manual,LabelEncoder()
2601,Chevrolet Beat LS,2010,99000,60000,Petrol,Manual,LabelEncoder()
2602,Hyundai i10 Era 1.1 iTech SE,2011,235000,46000,Petrol,Manual,LabelEncoder()
2603,Tata Indigo GLX,2006,75000,40000,Petrol,Manual,LabelEncoder()
2604,Honda City i DTEC VX,2014,600000,90000,Diesel,Manual,LabelEncoder()
2605,Hyundai Verna CRDi 1.6 SX,2019,1000000,25000,Diesel,Manual,LabelEncoder()
2606,Hyundai Verna 1.6 SX,2012,390000,90000,Diesel,Manual,LabelEncoder()
2607,Volkswagen Polo 1.5 TDI Highline,2015,600000,70000,Diesel,Manual,LabelEncoder()
2608,Hyundai i20 1.2 Spotz,2017,600000,70000,Petrol,Manual,LabelEncoder()
2609,Hyundai Elite i20 Magna Plus Diesel,2019,730000,35000,Diesel,Manual,LabelEncoder()
2610,Hyundai Grand i10 1.2 Kappa Magna AT,2017,450000,12700,Petrol,Automatic,LabelEncoder()
2611,Maruti Ritz LDi,2011,250000,80000,Diesel,Manual,LabelEncoder()
2612,Mahindra XUV500 W10 2WD,2018,1400000,20000,Diesel,Manual,LabelEncoder()
2613,Renault KWID 1.0 RXT Optional,2018,300000,20000,Petrol,Manual,LabelEncoder()
2614,Ford EcoSport 1.5 Petrol Titanium BSIV,2017,800000,19000,Petrol,Manual,LabelEncoder()
2615,Fiat Grande Punto Active (Diesel),2009,125000,95000,Diesel,Manual,LabelEncoder()
2618,Volkswagen Polo Diesel Trendline 1.2L,2012,295000,90000,Diesel,Manual,LabelEncoder()
2619,Ford Ecosport 1.0 Ecoboost Platinum Edition BSIV,2013,650000,45839,Petrol,Manual,LabelEncoder()
2620,Chevrolet Aveo 1.4 LS,2010,200000,74510,Petrol,Manual,LabelEncoder()
2621,Chevrolet Aveo U-VA 1.2 LS,2009,130000,87293,Petrol,Manual,LabelEncoder()
2622,Ford Figo Diesel EXI,2012,250000,156040,Diesel,Manual,LabelEncoder()
2623,Ford Endeavour 2.5L 4X2 MT,2004,400000,93415,Diesel,Manual,LabelEncoder()
2624,Ford Aspire Titanium BSIV,2017,430000,101159,Petrol,Manual,LabelEncoder()
2625,Hyundai EON 1.0 Kappa Magna Plus,2015,170000,80000,Petrol,Manual,LabelEncoder()
2626,Tata Tiago 2019-2020 XZ,2019,450000,12000,Petrol,Manual,LabelEncoder()
2627,Maruti Swift ZXI,2013,350000,90000,Petrol,Manual,LabelEncoder()
2628,Chevrolet Spark 1.0 LT,2011,130000,68519,Petrol,Manual,LabelEncoder()
2629,Chevrolet Beat Diesel LS,2012,180000,55130,Diesel,Manual,LabelEncoder()
2630,Ford Ecosport 1.0 Ecoboost Titanium Optional,2014,475000,65239,Petrol,Manual,LabelEncoder()
2631,Volkswagen Polo 1.2 MPI Comfortline,2015,470000,58182,Petrol,Manual,LabelEncoder()
2632,Ford Fiesta Diesel Trend,2012,200000,91245,Diesel,Manual,LabelEncoder()
2633,Mahindra XUV500 W8 2WD,2013,650000,102989,Diesel,Manual,LabelEncoder()
2634,Honda City 1.5 E MT,2010,400000,50000,Petrol,Manual,LabelEncoder()
2635,Maruti Zen VXI,2000,100000,120000,Petrol,Manual,LabelEncoder()
2636,Maruti Swift Dzire VDI,2014,409999,90000,Diesel,Manual,LabelEncoder()
2637,Maruti Swift VDI BSIV,2018,640000,25000,Diesel,Manual,LabelEncoder()
2638,Maruti Wagon R LXI Minor,2007,160000,80000,Petrol,Manual,LabelEncoder()
2640,Maruti Baleno Zeta 1.3,2018,750000,70000,Diesel,Manual,LabelEncoder()
2641,Mahindra Jeep MM 550 XDB,2002,150000,50000,Diesel,Manual,LabelEncoder()
2642,Maruti Alto STD,2008,80000,100000,Petrol,Manual,LabelEncoder()
2643,Maruti Celerio VDi,2016,240000,90000,Diesel,Manual,LabelEncoder()
2644,Maruti Esteem Lxi,2005,60000,60000,Petrol,Manual,LabelEncoder()
2645,Maruti Alto LX,2007,70000,120000,Petrol,Manual,LabelEncoder()
2646,Volkswagen Jetta 1.9 Highline TDI,2008,285000,90000,Diesel,Automatic,LabelEncoder()
2647,Maruti Swift VDI BSIV,2015,350000,60000,Diesel,Manual,LabelEncoder()
2648,Hyundai i20 Active 1.4 SX with AVN,2015,699000,30000,Diesel,Manual,LabelEncoder()
2649,Ford Figo Diesel ZXI,2011,275000,108000,Diesel,Manual,LabelEncoder()
2650,Hyundai i20 1.4 CRDi Magna,2012,350000,160000,Diesel,Manual,LabelEncoder()
2651,Maruti Alto LXi BSIII,2006,135000,90000,Petrol,Manual,LabelEncoder()
2652,Mahindra Xylo E4 8S,2010,325000,120000,Diesel,Manual,LabelEncoder()
2653,Mahindra XUV500 W8 2WD,2012,650000,102000,Diesel,Manual,LabelEncoder()
2654,Mahindra Bolero SLE,2009,300000,178000,Diesel,Manual,LabelEncoder()
2655,Toyota Innova 2.5 VX (Diesel) 8 Seater,2014,1200000,200000,Diesel,Manual,LabelEncoder()
2656,Ford Fiesta Petrol Trend,2012,450000,60000,Petrol,Manual,LabelEncoder()
2657,Tata Tiago 1.2 Revotron XE,2019,425000,3000,Petrol,Manual,LabelEncoder()
2658,Maruti Alto LXi,2006,150000,75118,Petrol,Manual,LabelEncoder()
2659,Maruti Ritz LDi,2013,290000,140000,Diesel,Manual,LabelEncoder()
2660,Hyundai Xcent 1.2 Kappa Base,2014,335000,60000,Petrol,Manual,LabelEncoder()
2661,Chevrolet Optra 1.6,2006,120000,79000,Petrol,Manual,LabelEncoder()
2662,Ford Ikon 1.6 ZXI NXt,2005,20000,25000,Petrol,Manual,LabelEncoder()
2666,Tata Indigo LS,2012,220000,70000,Diesel,Manual,LabelEncoder()
2667,Ford Ikon 1.3 Flair,2005,61000,4637,Petrol,Manual,LabelEncoder()
2668,Maruti Swift VDI BSIV,2016,620000,70000,Diesel,Manual,LabelEncoder()
2669,Maruti Swift Dzire LDIX Limited Edition,2014,425000,100000,Diesel,Manual,LabelEncoder()
2670,Tata Indica Vista Aqua 1.3 Quadrajet,2009,85000,120000,Diesel,Manual,LabelEncoder()
2671,Maruti Swift 1.3 DLX,2015,270000,40000,Diesel,Manual,LabelEncoder()
2672,Maruti Swift Vdi BSIII,2009,180000,220000,Diesel,Manual,LabelEncoder()
2676,Mahindra KUV 100 mFALCON G80 K2,2017,450000,30000,Petrol,Manual,LabelEncoder()
2677,Tata New Safari DICOR 2.2 VX 4x4,2012,450000,42655,Diesel,Manual,LabelEncoder()
2678,Renault KWID 1.0 RXL,2017,250000,43000,Petrol,Manual,LabelEncoder()
